注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-01844,FUKUOKA, 日本郵便 ,321,4.3,SUNNY,60,3.3,0,,121,0.3,0,繁忙期,HOME, 午後 ,遅延注意
ORD-09790,TOKYO,Sagawa,372,0.8kg,晴れ,54, 10.1h ,0,,47件, 4.0年 ,1回,通常期,会社,AFTERNOON,通常
ORD-00720,北海道,ヤマト,288, 2.3kg ,SUNNY,92,2.6h,2," 27,859円 ",40件,0.2,3,通常期,住宅, 午後 ,　通常
ORD-08928,大阪府,ヤマト運輸,517,1.2kg, 晴れ ,42,4.6,0,"1,451",76,2.0年,0,繁忙期, 住宅 , 午後 ,通常
ORD-09095,TOKYO,ヤマト,335, 1.5kg , 晴れ ,15,2.0h,0,"1,337円", 108件 ,6.6, 0回 ,通常期,HOME,午後,通常
ORD-05789,沖縄県,ヤマト運輸, 462km ,3.0, 晴れ ,47,1.8,4,"8,360",153件,1.8年,0回, 通常期 ,HOME,夜間,遅延注意
ORD-04109,福岡県,Japan Post,27,7.5kg,晴れ, 66 ,1.0,1,"6,907円", 89件 , 4.1年 ,0,通常期,会社,午前,通常
ORD-26371,東京都,Sagawa,361,11.1,SUNNY,31,1.2, 0 ,"5,893円",34件, 1.2年 ,0回,繁忙期,HOME, 午後 ,通常
ORD-12462,福岡,Yamato,520,1.8,雨天,27,1.9h,2,"9,925",103, 2.3年 ,1,NORMAL,住宅,午後,遅延注意
ORD-02356,FUKUOKA,ヤマト運輸,456, 2.2kg , 晴れ ,44,1.4,5,"1,938円",100件, 1.8年 ,1回,繁忙期,OFFICE, 夜間 ,遅延危険
ORD-11666,MIYAGI,Yamato,284,1.5kg,SUNNY,25,3.3,0,"4,421",116件,3.0年, 0回 ,通常期,住宅, 午前 ,通常
ORD-04728,東京,Japan Post,95,1.0,晴れ,35,不明,1,"3,223円", 204件 ,2.6,1,NORMAL,HOME,MORNING,通常
ORD-28101,北海道 ,ヤマト, 412km ,, 晴れ ,62,4.1h,2,"4,771円",80件,12.7年, 0回 , 繁忙期 ,住宅, 夜間 ,遅延注意
ORD-27978,愛知県,Sagawa,709km,2.7kg,雪 ,57,3.7, 1 ,"6,285円",97,0.1,0,通常期,住宅, 午後 ,遅延注意
ORD-08656, 大阪 ,Yamato, 458km ,8.2,晴れ,50,1.8h,0,"2,759",133件,20.9,0回,通常期,住宅,AFTERNOON,通常
ORD-07837, 東京 ,ヤマト,288km,3.6kg,雨,37,2.2,1,"6,826円",171件,2.1年,不明,PEAK, 住宅 ,午前,遅延注意
ORD-16300,MIYAGI,郵便,363km,5.4kg,SUNNY,59,3.3h,0,"6,190円", 94件 ,2.7,0回,通常期, 会社 , 夜間 ,通常
ORD-12706,愛知県, ヤマト運輸 ,400km,15.0kg,雪,9,1.4,0,"3,537",135,2.5年,0回,通常期,住宅,MORNING,通常
ORD-02350,福岡,ヤマト,479km,4.2kg, 晴れ ,36,3.7,1,"4,453",124,3.0,2,NORMAL,OFFICE, 午後 ,通常
ORD-06031,福岡,Yamato,232km,0.9,SNOW,71,1.6h,0,"1,485",83件,10.1年,0回, 繁忙期 , 住宅 , 午後 ,遅延注意
ORD-11962,福岡,佐川,219km,6.0,晴れ,9, 4.4h ,0,"1,436円",41,7.6年,0回, 繁忙期 ,HOME,AFTERNOON,通常
ORD-10359, 大阪 , ヤマト運輸 ,,3.0,晴れ,27,2.3,0,"12,037円",93,0.8,1,PEAK,HOME,午前,通常
ORD-24665,TOKYO,ヤマト運輸,365,2.5kg,雪 ,66,1.4,0,"1,444",26,5.0,1回,NORMAL,OFFICE,午後,通常
ORD-28333,福岡,Sagawa,367, 1.3kg ,雨,58,2.3,3,"2,944",138件,0.5年, 0回 ,NORMAL,会社,AFTERNOON,遅延危険
ORD-19742,沖縄, 佐川急便 ,433,1.8kg,晴れ,40,5.9,0,985,93, 5.4年 , 0回 , 通常期 , 住宅 ,午前,通常
ORD-10627,福岡, 日本郵便 ,291km,8.7,雨天,15,1.2, 0 ,"4,935",45,13.1,0回, 通常期 ,住宅,午後,通常
ORD-00425,沖縄, 日本郵便 ,294km,3.6kg,SUNNY,27,3.6,0,"10,372円",102, 0.6年 ,0,繁忙期,HOME, 午後 ,通常
ORD-15856,広島,佐川急便,477, 1.2kg ,SUNNY,36,2.3,2,"2,596",73件,2.9年,0,NORMAL, 会社 ,夜間,通常
ORD-23461,広島,佐川, 506km , 2.7kg ,雨天,78,2.3h,0,"2,666",135件, 0.5年 ,0,NORMAL, 住宅 ,AFTERNOON,遅延注意
ORD-25357,愛知県,Sagawa,340, 5.0kg ,SUNNY, 62 ,6.0,0,99999999円,124件,4.4年,0回, 通常期 , 住宅 ,MORNING,通常
ORD-19109,広島県,郵便,343km,3.3, 晴れ , 31 , 2.5h , 1 ,"6,533",102,4.9年,0回,NORMAL,住宅, 夜間 ,通常
ORD-27422,大阪府, 日本郵便 ,499,21.3kg,RAIN,82,1.7,0,620円,59件, 2.7年 ,0, 通常期 ,住宅,AFTERNOON,遅延注意
ORD-27406,OKINAWA,ヤマト運輸,348,3.3,RAIN,12,2.1h,0,802円,134件, 1.2年 ,不明,NORMAL, 住宅 ,午前,通常
ORD-20682,FUKUOKA,Sagawa,225,1.5kg,晴れ,19,1.1,1,不明,118件,1.0,0回, 通常期 ,HOME,午前,通常
ORD-13446,愛知県, 佐川急便 ,289, 0.7kg , 晴れ ,,3.6h,4,"7,990円",93件,4.7年,0,PEAK,HOME,AFTERNOON,遅延危険
ORD-02807,北海道,Japan Post, 436km ,2.0,晴れ,35,4.1,1,"3,674円",171件,5.7,1回,繁忙期,HOME,午後,通常 
ORD-14613,OKINAWA, 佐川急便 ,450km,2.9, 晴れ ,5,2.0,0,"6,367円",45件, 2.1年 ,0, 通常期 ,HOME,午後,通常
ORD-24887, 東京 ,ヤマト運輸,311km,9.7kg,雨,49,5.7h,0," 6,074円 ",99件,1.9,0回, 繁忙期 , 住宅 ,午前,遅延注意
ORD-28614,沖縄, 佐川急便 ,611, 1.6kg , 晴れ ,41,4.7,3,"5,619円", 137件 ,1.2,0回,通常期, 住宅 ,MORNING,遅延注意
ORD-25142,大阪, ヤマト運輸 ,474km,1.1,雪,53, 2.3h ,2,"2,257",85件,13.3, 1回 , 通常期 ,住宅,NIGHT,遅延注意
ORD-02240, 大阪 , ヤマト運輸 ,470,2.6,晴れ,41,2.1,1,"9,242",48件,0.1年,0回, 通常期 ,OFFICE,AFTERNOON,通常
ORD-09299,東京,郵便,402,3.5,SUNNY,56,1.9h,0,"2,176",42件,4.1,0回,繁忙期,OFFICE,午前,通常
ORD-21122,MIYAGI,Yamato,336km,6.5kg,雨天,85, 4.8h ,1,"20,771",93,13.4年,0回,NORMAL, 会社 ,午後,通常
ORD-24533,MIYAGI, 佐川急便 ,,2.1kg,雨天,66, 2.1h ,3,"5,687円",100件,5.7,0, 通常期 ,OFFICE,午前,遅延注意
ORD-15073,OKINAWA, 日本郵便 ,351km,4.0,晴れ,7,3.9,0,"9,284",142件,1.8年,0,PEAK, 会社 , 午前 ,通常
ORD-17360,宮城県,佐川,-50km,4.4kg,RAIN,45,3.7h,0,"2,652",88件,5.0,0回, 通常期 ,住宅,午前,通常
ORD-26251,福岡県, 佐川急便 ,,4.6,雨天,38,3.7,2,"22,071",68件,0.5年,1回,NORMAL,HOME,夜間,通常
ORD-16018,HOKKAIDO,Yamato, 702km , 8.0kg ,RAIN, 36 ,1.0,1," 4,277円 ",110件,3.5,1,NORMAL,住宅,AFTERNOON,遅延注意
ORD-15909,FUKUOKA,日本郵便, 503km ,1.8kg,雪,71,2.5h,0,"4,930円", 81件 ,8.1,0,通常期,HOME,午前,通常
ORD-18808,HOKKAIDO,佐川急便,265, 3.0kg ,雨,58,2.3h,5,"6,070", 127件 ,5.1, 3回 , 繁忙期 , 住宅 ,AFTERNOON,遅延危険
ORD-21197,MIYAGI,Sagawa, 556km ,1.7kg,雨天,56,4.7h,0,,92,4.0年,0回,繁忙期,住宅, 午後 ,遅延注意
ORD-06867, 東京 ,ヤマト運輸,214,5.8kg,SUNNY,29, 3.0h ,1,"14,916円",38件,5.7,0,NORMAL,HOME,午前,通常
ORD-26952,沖縄県,Yamato,511km,2.0,SUNNY, 56 ,1.9h, 0 ,"4,159",79件, 7.4年 ,0回,NORMAL,住宅,午前,通常
ORD-26787,愛知県, 佐川急便 ,111,3.5, 晴れ ,88, 1.9h ,0," 4,922円 ",66,2.7年,,NORMAL, 住宅 ,AFTERNOON,通常
ORD-13986,福岡, ヤマト運輸 ,486km,,雪,45,2.3h,6,864,148,6.6, 0回 ,通常期,OFFICE,AFTERNOON,遅延注意
ORD-00611,HOKKAIDO, 日本郵便 ,482km, 1.5kg ,SUNNY,89,1.5h,0,"2,056",89件,10.1,0, 繁忙期 ,HOME,AFTERNOON,遅延注意
ORD-11015,福岡,Yamato,59km,3.6,RAIN,62,1.1,1,,不明,1.3年,, 通常期 ,住宅, 夜間 ,通常
ORD-13634,HIROSHIMA,日本郵便,532,2.6kg,晴れ, 79 ,1.1,2,"2,934円",9999件, 2.2年 ,0, 繁忙期 ,住宅,午後,遅延注意
ORD-18744,北海道,Yamato,514,4.3,SUNNY,6,5.8h,3,"2,895円", 103件 ,0.8年,0, 通常期 ,会社,AFTERNOON,通常
ORD-08409,HIROSHIMA,Sagawa,351,2.7,SNOW,47,2.4,2,"4,450",145,3.0年,0回,PEAK,HOME,午前,遅延注意
ORD-16491,北海道,ヤマト, 684km ,1.3, 晴れ ,39,4.6h,0,"4,246",99,9.1,0, 通常期 ,HOME,MORNING,通常
ORD-01000,福岡県, ヤマト運輸 ,333km, 3.9kg ,雨,89,3.0h,3,"5,399",119件,1.4年,0,通常期, 会社 , 午後 ,遅延注意
ORD-17678,福岡県,郵便,618,不明, 晴れ ,56,2.8,0,"4,600",107,不明,0回,繁忙期, 住宅 ,MORNING,通常
ORD-24223,沖縄,Japan Post,447,不明,雨天,62,1.6h, 2 ,"4,016円",104,6.3年,0,通常期,住宅,午後,通常
ORD-16036,広島県,佐川,514,2.0,RAIN,38,,0,"6,375円",164,0年,0,繁忙期,住宅,AFTERNOON,通常
ORD-23717,沖縄,郵便,223km,14.7kg,晴れ,41,2.5h,0,500,87,8.3,0回, 通常期 ,住宅,AFTERNOON,通常
ORD-22200,OSAKA, 佐川急便 ,,3.8,雪,4,1.4,0,"4,187",175,6.8,0,通常期,住宅,午後,通常
ORD-03299,沖縄県,Japan Post,633km,1.1kg,SUNNY,51, 2.9h ,3,不明, 148件 , 14.4年 ,0回,NORMAL, 住宅 , 午後 ,通常
ORD-04928,沖縄,Sagawa,318, 2.8kg ,晴れ,36,3.6,1,"4,867",58件,2.8年, 3回 , 通常期 ,HOME, 午後 ,通常
ORD-26101,北海道 ,佐川, 285km ,7.4,RAIN,,2.9,1,"8,808円",50件,,0, 通常期 , 住宅 , 午前 ,通常
ORD-17034,広島,郵便,363,4.4,雪 ,61,2.8,0,"2,020円",168件,3.0, 1回 , 繁忙期 ,住宅, 午前 ,遅延注意
ORD-05602,北海道,Japan Post, 327km ,10.0,晴れ,41,4.6h, 1 ,"3,052円", 136件 ,1.3, 0回 ,NORMAL,HOME, 午後 ,通常
ORD-27397,HOKKAIDO,Sagawa,211km,,雨,0,1.6h,0,"8,912円",77件,2.5,1回, 繁忙期 ,住宅,午後,通常
ORD-21263,AICHI, 佐川急便 ,268,1.1kg,RAIN,72,2.8h,3,"3,127円",155,11.8,1回, 通常期 ,HOME,午後,遅延注意
ORD-29257,宮城県,ヤマト運輸, 439km ,2.1kg, 晴れ ,41,1.1h,2,"2,194",101,5.1,0回, 通常期 ,HOME, 午前 ,通常
ORD-16454,宮城県,Sagawa,434km,3.3kg,SUNNY,38,3.9h,2,"8,143円",113,12.4,0,PEAK,HOME,MORNING,遅延注意
ORD-05381,大阪府,ヤマト,583,3.0,RAIN,71,2.6h,0,"5,908円",123件,2.2,1回, 通常期 ,住宅,夜間,遅延注意
ORD-06736,MIYAGI,ヤマト運輸,433,1.5,RAIN,57,2.5h,0,"8,340",102件,5.0年, 0回 ,繁忙期,住宅, 夜間 ,通常
ORD-17732,北海道 ,Sagawa,235,2.4kg,雪 ,70,1.5,1,"5,144",116,1.3,0,PEAK, 住宅 ,夜間,遅延危険
ORD-23980,北海道,佐川急便,630,4.8,雪,27,3.5h,0,"2,209",9999件,0.7,0回,通常期, 会社 ,MORNING,遅延注意
ORD-23135,MIYAGI,Sagawa,214,4.5,SUNNY, 39 ,1.4h,0,"1,962",117件,7.3, 0回 , 通常期 ,HOME,午後,通常
ORD-04557,愛知県,ヤマト,287,0.9kg,雨天,73,0.7h,0,"6,949",102,9.5年,0,通常期,住宅,AFTERNOON,通常
ORD-27153,愛知県,郵便, 314km ,2.9kg,SNOW, 78 ,3.1,8,"3,337円",101,4.5年,0,NORMAL,HOME,午前,遅延注意
ORD-14323,大阪, ヤマト運輸 ,332km,4.4kg,晴れ,15,5.1h,1,"4,401円",150,2.7年,0,通常期, 住宅 ,夜間,通常
ORD-23937,北海道 ,日本郵便,,5.7kg, 晴れ ,67,2.8h,1,"3,062円",,3.0年,0, 繁忙期 ,HOME,夜間,遅延注意
ORD-29606,名古屋,Japan Post,5,2.1kg,SUNNY, 14 ,1.7, 0 ,"3,313円", 81件 ,2.4,0回, 通常期 ,HOME,午前,通常
ORD-01416,大阪,Yamato,309,3.8,晴れ,43,1.9,0,"2,148",,7.5,0,PEAK, 会社 ,午前,　通常
ORD-03415,OKINAWA,日本郵便,392,4.7,晴れ,78, 2.6h ,1," 4,927円 ",55件,1.4年,0,PEAK,住宅,AFTERNOON,遅延注意
ORD-27509,HOKKAIDO,郵便, 268km ,5.0kg,雪,31,1.8,1,"3,990",101件, 0.9年 ,1回, 通常期 ,住宅, 午後 ,遅延注意
ORD-14322,東京都,佐川急便,120km,4.8,SUNNY,45, 9.2h ,1,"2,835",50件,5.0,0回,PEAK, 住宅 , 夜間 ,通常
ORD-20232,MIYAGI, 日本郵便 ,124,3.6,RAIN,20, 3.9h ,0,"1,519円",112,1.7年,0,通常期, 住宅 ,午後,通常
ORD-03257,TOKYO,佐川,195,1.2,RAIN,38,5.1h,2,"3,684",201件,0.9,1, 通常期 , 住宅 ,AFTERNOON,通常
ORD-00226,大阪,佐川急便, 289km ,3.0kg,晴れ,93,2.1h,2,"3,005円", 145件 ,1.7年,0回,通常期,HOME,NIGHT,通常
ORD-05594,HOKKAIDO, 日本郵便 , 375km ,9.7,SUNNY,32,3.2,0,"3,901",37,20.5年,0回, 繁忙期 ,住宅, 夜間 ,通常
ORD-29539, 大阪 ,日本郵便,115,0.8,雪 ,37, 1.3h ,不明,"8,241",102, 0.8年 ,1回,通常期,住宅,NIGHT,通常
ORD-01408, 大阪 ,ヤマト運輸,362,1.8kg,雨,30,2.7,1,"2,530",70件,6.0,0回,PEAK, 会社 ,AFTERNOON,通常
ORD-10204,広島,ヤマト運輸,427km, 4.5kg ,SNOW,13,3.0,0,"3,262円",40件,0.5,3, 通常期 ,HOME,午後,通常
ORD-14805,沖縄県,佐川,651km,9.5kg, 晴れ ,76,0.9h,1,"7,938",115件,2.1年,0回,NORMAL,HOME,AFTERNOON,遅延危険
ORD-09982,福岡,佐川急便,444km,4.4,雪 ,57,3.0,0,"3,141",116件,1.4,0,NORMAL,HOME,NIGHT,通常
ORD-03831,OKINAWA, 日本郵便 ,501,1.1kg,雨,37,3.2,0,"4,495",126件,2.3年,0回,NORMAL,住宅, 午後 ,遅延注意
ORD-20831,FUKUOKA,佐川,175,4.4kg, 晴れ ,50,2.2,0,"7,666円",42, 4.6年 ,0,NORMAL,OFFICE,AFTERNOON,通常
ORD-08916,東京, ヤマト運輸 ,407km,2.7, 晴れ ,59,2.6h,0,"4,400",61,7.4,0,NORMAL,住宅,午後,通常
ORD-04287,大阪,ヤマト運輸,346,0.7,晴れ,27,2.9h,2,"10,687円",127件,0.2,0,通常期,HOME,AFTERNOON,通常
ORD-28518,大阪, 日本郵便 ,513,1.1kg,雨天,65,2.1h, 0 ,"4,477",108件,1.8年,0,NORMAL, 住宅 ,午前,通常
ORD-23275,愛知県,ヤマト運輸, 246km ,2.8kg, 晴れ ,69,7.6,0,"3,154",102, 3.0年 ,1回, 繁忙期 ,HOME,夜間,遅延注意
ORD-05948,AICHI,佐川急便,495,2.8,SNOW,33, 6.9h , 0 ,"2,168",133,5.3,1回,NORMAL,HOME,AFTERNOON,遅延注意
ORD-10251,大阪府, ヤマト運輸 ,369km,3.1, 晴れ ,66,4.3,0,"2,833円",209件,1.3, 0回 , 繁忙期 , 会社 ,午後,遅延注意
ORD-12188,愛知県,佐川急便,357km,2.6,晴れ, 53 ,6.3,5,"4,854",133,5.9年,0,繁忙期,HOME, 午後 ,遅延注意
ORD-01462,広島県,ヤマト,266,3.0,SUNNY, 24 ,2.3h,2,"1,319",-10件,4.1,0,NORMAL,OFFICE,NIGHT,通常
ORD-15158,福岡,Sagawa,342,,RAIN, 26 ,2.8h,0,966,79,9.3,3,繁忙期,OFFICE,MORNING,通常
ORD-07306,AICHI, 日本郵便 ,295km,5.6kg,雨天,8,8.1,1," 10,148円 ",146件,0.9年,0,PEAK, 住宅 ,AFTERNOON,通常
ORD-18862,大阪, ヤマト運輸 ,382,2.7kg,雨,54,0.8h,0,"1,261円",47, 6.3年 ,0,PEAK,HOME, 夜間 ,通常
ORD-11921,沖縄,Sagawa,635,6.6kg,SUNNY,60,1.1,0,"4,831円",114,7.6, 1回 ,NORMAL, 住宅 ,AFTERNOON,遅延注意
ORD-17834,HOKKAIDO,郵便,444km,4.4kg,晴れ, 47 ,2.4,1,"1,651円",110件,2.3,2,NORMAL, 住宅 ,午前,遅延注意
ORD-13130,大阪府,佐川急便,465km,1.9kg,晴れ,0,1.1,1,"2,374円",45,11.5,2, 通常期 , 会社 ,午前,通常
ORD-07575,北海道,郵便,616km,0.7,晴れ,36,,1,"4,394",100,1.5年,0回, 通常期 ,OFFICE,NIGHT,通常
ORD-13468,TOKYO,Japan Post,450, 1.5kg ,雨天,42,7.1,3,"5,173",66,2.0, 0回 ,通常期, 住宅 ,NIGHT,遅延注意
ORD-20758,TOKYO,ヤマト運輸,647,1.0,雨,4,5.0h,3,"6,773円",134,11.7,0回,NORMAL,住宅, 午後 ,通常
ORD-08349,北海道,日本郵便,322km,1.7kg, 晴れ ,39,2.4,0,"2,351",108件,0,2回,通常期,住宅,MORNING,通常
ORD-08495,広島県,ヤマト運輸,268,7.8, 晴れ ,81,5.2, 0 ,"7,326円",81件,3.5年,1回,NORMAL,OFFICE, 午前 ,遅延注意
ORD-25443,宮城県,郵便,,3.3,雨天,26,1.0,0,"16,318円",135件,2.5,0,NORMAL, 住宅 , 午前 ,通常
ORD-21689,OKINAWA,Sagawa, 191km ,3.6kg,晴れ,25,2.8h,1," 4,528円 ",135件,0.1年,0回, 繁忙期 ,住宅,NIGHT,通常
ORD-11623,福岡, ヤマト運輸 ,346,1.6, 晴れ ,46,1.5h, 0 ,"18,262",104,1.2,1回, 通常期 ,住宅,午前,通常
ORD-08343,愛知県, 日本郵便 ,55,1.3, 晴れ ,67,2.8,0,"6,579円", 189件 ,0.3年,0回,繁忙期, 会社 ,夜間,通常
ORD-13810,大阪, 佐川急便 ,263km,6.2kg,雨, 73 ,3.5h,0," 4,835円 ", 131件 ,6.1,0回,NORMAL,HOME,午後,通常
ORD-03391, 大阪 ,佐川急便,325km, 0.6kg ,SUNNY,29,,0," 4,068円 ",144件, 2.6年 ,1, 通常期 ,住宅,午後,通常
ORD-13214,北海道 , ヤマト運輸 ,398,0.8,SNOW,40,4.9,2,"1,867",111件,5.1年,0回, 繁忙期 , 住宅 , 夜間 ,遅延注意
ORD-27788,北海道 ,Sagawa,382,1.8,SUNNY,39,2.7,0,"7,332",108件,2.8年, 0回 , 通常期 ,住宅,午後,通常
ORD-09139,愛知県,Sagawa,374km,4.8kg,SUNNY,0,1.1h,3,958円,143件,1.4年,0回,通常期,住宅,MORNING,通常
ORD-18518,東京,日本郵便,353km,0.5, 晴れ ,48,4.6h,0,,140,0.6年,0,NORMAL,住宅,午前,通常
ORD-07496,OSAKA,Yamato,, 5.8kg , 晴れ ,26,2.2,0,"3,932",57,6.6年,0回, 通常期 ,住宅, 午後 ,通常
ORD-27693,沖縄県,郵便,441, 2.8kg ,晴れ,77,3.2,1,"7,836円",103件,10.1,0,NORMAL,会社,夜間,遅延注意
ORD-19596,OKINAWA, 佐川急便 , 743km , 1.5kg , 晴れ ,40,2.4h,0,"2,709",85, 10.6年 ,0, 通常期 ,HOME, 午後 ,通常
ORD-28433,北海道 , 日本郵便 ,526km,1.0,RAIN,65,3.2,1,"11,336",75件,0.7年,0回, 通常期 ,HOME,MORNING,遅延注意
ORD-26149,愛知県,郵便,224, 6.1kg ,SUNNY,60, 1.1h ,2,"4,817円",52, 1.7年 ,0回,通常期, 住宅 , 午前 ,通常 
ORD-06952, 東京 ,Japan Post,8,0.6kg,雪 ,74,2.9,0,"6,363",132,4.1,0回,通常期, 住宅 ,午後,遅延危険
ORD-17716,沖縄,佐川急便,433km,1.6,雨,16, 1.8h ,0,"1,200円",96,2.6年,0,NORMAL, 住宅 , 午後 ,通常
ORD-21852,北海道,日本郵便,438km,4.2,雪,100,2.1,2,"1,196円",71,12.4,0,通常期,OFFICE,午前,遅延注意
ORD-06972,宮城県, 佐川急便 ,333km,2.4,SUNNY,53, 1.5h ,0,"1,060",123件,5.0年,0, 通常期 ,住宅, 午後 ,通常
ORD-20101,宮城県, 佐川急便 ,307km,1.5,SUNNY,35, 2.3h ,0,"2,271",61,7.5年,0,NORMAL, 住宅 ,夜間,通常
ORD-15199,AICHI,日本郵便,370km,9.6,雨,59,2.9h,2,"14,948",55件,4.7,0,PEAK,HOME,NIGHT,遅延注意
ORD-07721, 大阪 ,ヤマト,297km, 1.0kg ,晴れ,55,6.5h,3,"3,294",74件,9.5年,1, 通常期 ,HOME,AFTERNOON,通常
ORD-01761,大阪,Sagawa, 107km , 1.6kg , 晴れ ,63,2.5,3,"8,528円",157,15.1年,1回, 繁忙期 ,HOME, 夜間 ,通常
ORD-16783,北海道 ,Japan Post,211, 1.8kg ,晴れ,63,1.9,0,"8,197円",, 16.6年 ,0回,NORMAL,住宅,午前,通常
ORD-25180,沖縄県, 佐川急便 ,293,2.3, 晴れ ,65,2.0,0,"8,056円",不明,13.9年,0,NORMAL, 住宅 , 午前 ,通常
ORD-26671,AICHI,佐川急便,510km,3.0,晴れ,45,2.6,0," 2,218円 ",126,1.0年,0回,通常期,住宅, 午後 ,通常
ORD-27904,AICHI,ヤマト,240km,2.4,雨天,59,4.4,0,"7,215",68件,8.8,0回,NORMAL,HOME,MORNING,通常
ORD-06076,MIYAGI,ヤマト,466,2.3, 晴れ ,不明,3.5h,0,773円,134,5.1,0,通常期, 住宅 ,午後,通常
ORD-27158,沖縄, 佐川急便 ,581km, 2.2kg ,SUNNY,48,2.7,0,"1,441円",141件,2.5年,2回,通常期,住宅,MORNING,　遅延注意
ORD-02908, 大阪 ,Yamato,5,5.0, 晴れ ,100,,2,"29,327円",118件,4.3,0回,NORMAL,OFFICE, 夜間 ,通常
ORD-21892,沖縄県, ヤマト運輸 , 441km ,1.5, 晴れ ,74,2.1h,0,"3,544",105,0.7年,0,NORMAL, 住宅 ,NIGHT,遅延注意
ORD-24439,HOKKAIDO,Sagawa,138km,2.8,晴れ,38,0.7h,0,"8,154円",90,2.8, 0回 ,繁忙期,OFFICE,AFTERNOON,通常
ORD-28859,沖縄県, ヤマト運輸 ,538km,2.8kg,雨天,32,2.8,0,"6,328円",145,不明,0, 通常期 , 住宅 ,夜間,遅延注意
ORD-09543,HOKKAIDO,佐川急便,407km,2.5kg,雨, 38 ,2.3,0,"25,105円", 106件 ,2.1,0回, 通常期 ,HOME,午前,通常
ORD-04576,OKINAWA,ヤマト運輸,738km, 3.2kg ,SUNNY,59,3.4h, 0 ,"17,469円",92, 1.2年 ,0回, 繁忙期 ,会社,AFTERNOON,遅延注意
ORD-16529,東京,ヤマト運輸,332km,4.0kg,RAIN,33,1.4h,0,"1,861",121,12.3年, 0回 ,PEAK, 会社 ,夜間,通常
ORD-11043,仙台, ヤマト運輸 ,539,2.4,晴れ,29, 4.7h , 1 ,"8,060円",104,9.2,0,繁忙期,HOME,AFTERNOON,通常
ORD-13674, 東京 ,ヤマト,135km, 0.4kg ,SUNNY,96,,0,"8,830",103件,,0回,PEAK,HOME,午後,通常
ORD-09937,北海道 , ヤマト運輸 ,438,4.2,晴れ,66,3.5,4,"6,033",110,不明,0回,繁忙期,会社,NIGHT,遅延危険
ORD-22644,OKINAWA, 佐川急便 , 329km ,3.6kg,RAIN,66,1.6h,0,"1,467",102,0.2,0回, 通常期 ,OFFICE, 午前 ,遅延注意
ORD-01137,広島県,郵便,405,5.7kg,SUNNY,36,2.1,2," 1,535円 ", 123件 ,8.8,2回,PEAK, 会社 ,AFTERNOON,遅延注意
ORD-25804, 東京 ,郵便,246km,4.5kg,SUNNY,6,2.3,0,"3,815",124件,,0,PEAK,住宅,NIGHT,通常
ORD-14934,宮城県, 日本郵便 ,442km,6.7, 晴れ ,63, 8.7h ,2," 3,958円 ",44,7.8年, 0回 ,通常期, 住宅 ,AFTERNOON,遅延注意
ORD-23466,名古屋,郵便,399,4.2,SUNNY,64,9.1, 0 ,"8,393円",83件,1.4,0回,通常期, 住宅 , 午前 ,通常
ORD-11574,名古屋,ヤマト運輸,89km,0.7,RAIN,14,4.6h,2,"21,198円",112件,1.7年,0回,通常期,HOME, 午前 ,通常
ORD-02819,北海道 ,Japan Post,568,6.3kg,雨,53,3.9,2,"1,916円",85件,0.2,0,通常期, 住宅 ,午前,遅延注意
ORD-24669,TOKYO, ヤマト運輸 ,120km,,RAIN,4,2.1,1,"2,903",73,2.0,0, 通常期 ,HOME,AFTERNOON,通常
ORD-29532,仙台, 佐川急便 ,63km,6.0kg,SUNNY,46,8.1,0,"8,752",105,10.1年,1, 繁忙期 ,HOME, 夜間 ,通常
ORD-12343,福岡,佐川急便,,6.4,SNOW,28,3.7h,2,"8,342",109件,8.0,1回, 通常期 , 住宅 ,NIGHT,遅延注意
ORD-04416,福岡県,ヤマト,304km,7.6, 晴れ ,41,4.4,0,550,153,0.6,, 通常期 ,HOME, 午前 ,通常
ORD-27136,東京,ヤマト運輸,299,2.1kg,RAIN,93,4.0, 0 ,"5,275円", 115件 ,0.7,0, 通常期 ,住宅,NIGHT,遅延注意
ORD-16193, 東京 ,Sagawa,504km,1.9kg,晴れ,34,2.5h, 0 ,"2,764円",64,3.4,0,PEAK,HOME,午後,通常
ORD-18053,仙台,Yamato,412,3.2,SUNNY, 58 ,3.6,4,"3,748", 167件 , 5.7年 ,1, 通常期 ,住宅, 午後 ,遅延注意
ORD-17154,東京都,佐川,381,2.5kg,雨天,29,1.1,0,"6,956",169件,2.7,0, 通常期 ,OFFICE,MORNING,通常
ORD-15252,MIYAGI,ヤマト,494,2.2,SUNNY,,1.7h,1,"4,371",83件,, 0回 , 通常期 , 住宅 , 午後 ,通常
ORD-24459,東京,郵便,341km,9.5,SUNNY,46,3.1,0,"5,731",101,9.1,0回, 通常期 , 会社 ,MORNING,通常
ORD-06359,MIYAGI,ヤマト運輸,335,4.2kg, 晴れ ,16,1.7h,0,"5,386円",112件,1.5,0,繁忙期,OFFICE,午後,通常
ORD-27836,沖縄県, ヤマト運輸 ,544, 2.8kg ,晴れ,10,1.7h,2," 3,944円 ",68,3.6年,0,通常期,住宅, 午後 ,　通常
