注文ID,地域,配送会社,距離,荷物重量,天気,交通量,発送準備時間,過去遅延回数,注文金額,当日配送件数,ドライバー経験年数,再配達回数,時期,配送先種別,配達希望時間帯,配送状態
ORD-14113,東京,ヤマト運輸,234.0,5.6,雪,51.0,2.7,3.0,2724.0,86.0,5.7,0.0,通常期,住宅,午前,遅延注意
ORD-11434,東京,日本郵便,161.0,1.4,雨,49.0,2.8,1.0,2806.0,144.0,1.8,0.0,通常期,住宅,午前,通常
ORD-18387,名古屋,佐川急便,296.0,0.7,晴れ,,3.5,0.0,1375.0,33.0,4.9,0.0,繁忙期,住宅,午前,通常
ORD-19471,北海道,ヤマト運輸,340.0,8.5,晴れ,40.0,8.2,1.0,5615.0,136.0,7.0,0.0,繁忙期,住宅,午前,通常
ORD-23410,東京,日本郵便,241.0,3.5,晴れ,,1.9,0.0,6941.0,107.0,,0.0,繁忙期,住宅,午前,通常
ORD-04506,大阪,佐川急便,208.0,7.7,晴れ,37.0,2.6,0.0,3540.0,66.0,4.8,0.0,繁忙期,住宅,午後,通常
ORD-14960,仙台,佐川急便,464.0,1.6,晴れ,4.0,2.1,1.0,3840.0,130.0,5.6,0.0,通常期,住宅,午前,通常
ORD-04842,宮城,佐川急便,237.0,1.8,雨,19.0,3.1,,4334.0,108.0,1.4,0.0,通常期,会社,午前,通常
ORD-03773,福岡,ヤマト運輸,361.0,1.7,雨,59.0,2.9,1.0,7442.0,109.0,3.6,0.0,繁忙期,住宅,午後,遅延注意
ORD-04168,大阪,佐川急便,342.0,1.3,雨,26.0,2.1,0.0,13536.0,101.0,13.6,0.0,繁忙期,会社,夜間,通常
ORD-06254,宮城,ヤマト運輸,,2.7,雨,69.0,3.2,2.0,,102.0,14.8,0.0,通常期,住宅,午後,通常
ORD-28239,宮城,日本郵便,369.0,9.4,晴れ,43.0,2.8,1.0,43790.0,80.0,8.0,0.0,繁忙期,住宅,午後,通常
ORD-25716,広島,日本郵便,,4.4,晴れ,87.0,1.5,999.0,18526.0,71.0,1.6,1.0,通常期,住宅,夜間,遅延注意
ORD-25122,北海道,佐川急便,,1.3,晴れ,22.0,1.4,1.0,2743.0,72.0,7.6,0.0,通常期,住宅,午前,通常
ORD-16980,福岡,日本郵便,209.0,1.6,雨,90.0,3.3,1.0,5001.0,10.0,,0.0,通常期,住宅,午前,通常
ORD-14976,大阪,佐川急便,646.0,3.9,雨,8.0,1.7,2.0,6381.0,167.0,8.5,0.0,通常期,住宅,午後,通常
ORD-20293,大阪,ヤマト運輸,,2.6,雪,20.0,1.7,0.0,,138.0,1.2,,通常期,住宅,夜間,通常
ORD-15039,宮城,ヤマト運輸,301.0,3.9,晴れ,82.0,3.6,0.0,5297.0,159.0,9.1,0.0,繁忙期,住宅,午後,通常
ORD-25876,大阪,佐川急便,569.0,2.6,晴れ,66.0,2.3,1.0,3736.0,145.0,1.5,1.0,通常期,会社,午後,通常
ORD-12158,愛知,ヤマト運輸,104.0,3.2,雪,20.0,1.9,1.0,6634.0,96.0,10.3,4.0,繁忙期,住宅,午前,遅延注意
ORD-08946,福岡,佐川急便,339.0,4.8,晴れ,58.0,2.3,0.0,2018.0,114.0,2.2,0.0,通常期,住宅,午前,通常
ORD-14308,名古屋,ヤマト運輸,356.0,3.9,晴れ,99.0,3.1,1.0,6069.0,127.0,,0.0,通常期,住宅,午前,通常
ORD-02692,広島,佐川急便,585.0,4.3,雨,67.0,2.1,0.0,15650.0,83.0,4.3,0.0,繁忙期,住宅,夜間,遅延注意
ORD-24693,東京,日本郵便,399.0,0.9,雨,65.0,1.5,1.0,2178.0,115.0,9.3,0.0,通常期,住宅,午後,通常
ORD-16395,北海道,日本郵便,376.0,1.0,晴れ,44.0,4.4,2.0,2052.0,132.0,6.8,0.0,繁忙期,住宅,午後,遅延注意
ORD-00112,沖縄,ヤマト運輸,364.0,4.1,晴れ,27.0,5.7,0.0,1554.0,58.0,13.3,0.0,繁忙期,会社,午後,通常
ORD-23205,北海道,ヤマト運輸,547.0,4.9,晴れ,27.0,2.3,,1609.0,126.0,6.4,0.0,通常期,住宅,夜間,通常
ORD-04284,広島,日本郵便,466.0,1.3,晴れ,40.0,1.9,2.0,677.0,101.0,14.8,0.0,通常期,会社,午後,通常
ORD-11680,宮城,ヤマト運輸,332.0,1.9,雪,35.0,2.9,,5100.0,93.0,2.3,0.0,通常期,会社,午後,通常
ORD-22890,大阪,ヤマト運輸,535.0,,晴れ,60.0,2.9,2.0,2000.0,76.0,2.3,2.0,通常期,住宅,午前,通常
ORD-21386,大阪,佐川急便,,4.9,晴れ,31.0,1.6,0.0,11463.0,190.0,5.8,0.0,通常期,住宅,午前,通常
ORD-00827,広島,日本郵便,420.0,2.8,雨,60.0,2.4,0.0,,195.0,2.6,0.0,通常期,住宅,午後,遅延注意
ORD-09410,東京,ヤマト運輸,415.0,4.1,雨,46.0,0.7,0.0,36818.0,124.0,2.0,0.0,通常期,会社,午後,通常
ORD-16326,愛知,ヤマト運輸,177.0,5.1,雨,36.0,2.3,8.0,7743.0,99.0,0.8,0.0,通常期,住宅,午後,遅延注意
ORD-27216,福岡,日本郵便,113.0,3.5,雨,0.0,3.8,2.0,694.0,60.0,5.7,1.0,通常期,会社,午前,通常
ORD-04246,沖縄,ヤマト運輸,413.0,5.8,晴れ,36.0,4.5,0.0,14169.0,113.0,6.4,0.0,通常期,住宅,午後,通常
ORD-25543,福岡,ヤマト運輸,584.0,7.8,晴れ,48.0,4.2,0.0,5019.0,92.0,0.9,2.0,通常期,会社,午後,通常
ORD-02287,大阪,日本郵便,336.0,1.6,晴れ,98.0,2.8,0.0,2000.0,164.0,1.8,0.0,通常期,住宅,夜間,遅延注意
ORD-16534,東京,日本郵便,307.0,,晴れ,,,0.0,2207.0,63.0,6.4,0.0,通常期,住宅,午後,通常
ORD-20949,北海道,佐川急便,450.0,5.5,晴れ,13.0,5.4,0.0,3787.0,,5.8,0.0,繁忙期,住宅,午後,通常
ORD-03200,宮城,日本郵便,347.0,2.8,晴れ,69.0,4.9,0.0,6645.0,25.0,0.1,0.0,通常期,会社,午後,通常
ORD-03349,福岡,ヤマト運輸,313.0,3.3,晴れ,63.0,5.0,0.0,3710.0,122.0,5.8,0.0,繁忙期,住宅,午後,通常
ORD-00639,大阪,日本郵便,63.0,5.3,晴れ,62.0,2.0,0.0,1646.0,123.0,6.4,1.0,通常期,住宅,午後,通常
ORD-13424,大阪,ヤマト運輸,447.0,,雨,34.0,3.2,2.0,2200.0,107.0,1.7,0.0,通常期,会社,午後,遅延注意
ORD-09478,宮城,佐川急便,157.0,9999.0,晴れ,77.0,3.1,0.0,3066.0,83.0,7.5,0.0,通常期,住宅,夜間,通常
ORD-01642,広島,ヤマト運輸,235.0,2.4,晴れ,55.0,4.6,1.0,4822.0,48.0,1.9,,繁忙期,住宅,午前,通常
ORD-12328,東京,日本郵便,295.0,2.9,雨,94.0,2.3,0.0,7982.0,160.0,16.0,0.0,通常期,住宅,午後,通常
ORD-16313,愛知,佐川急便,308.0,0.6,晴れ,43.0,0.9,1.0,8052.0,77.0,0.6,1.0,通常期,住宅,午前,通常
ORD-24291,北海道,日本郵便,507.0,4.9,晴れ,35.0,6.3,0.0,991.0,109.0,1.7,1.0,通常期,会社,午後,通常
ORD-05347,東京,ヤマト運輸,270.0,4.6,雨,46.0,1.7,2.0,10123.0,71.0,3.6,0.0,通常期,住宅,夜間,通常
ORD-21285,東京,佐川急便,377.0,10.7,晴れ,93.0,2.9,0.0,36691.0,174.0,3.1,0.0,繁忙期,住宅,午後,遅延注意
ORD-23643,沖縄,日本郵便,506.0,3.4,晴れ,38.0,5.1,1.0,5249.0,67.0,6.4,0.0,通常期,会社,午前,通常
ORD-24374,北海道,ヤマト運輸,541.0,3.5,晴れ,0.0,1.3,0.0,914.0,,1.4,0.0,通常期,住宅,午後,通常
ORD-04618,広島,ヤマト運輸,127.0,16.1,晴れ,55.0,1.8,1.0,8063.0,136.0,12.5,0.0,通常期,住宅,午後,通常
ORD-05320,広島,日本郵便,520.0,1.1,雨,63.0,5.8,1.0,3888.0,128.0,4.7,2.0,繁忙期,住宅,夜間,遅延危険
ORD-20884,沖縄,日本郵便,688.0,1.9,晴れ,53.0,4.3,0.0,4163.0,109.0,3.8,0.0,通常期,住宅,午前,通常
ORD-10632,大阪,日本郵便,251.0,1.3,雨,37.0,3.5,1.0,7398.0,65.0,0.3,0.0,通常期,会社,午後,通常
ORD-15131,北海道,日本郵便,508.0,1.9,雨,27.0,1.5,0.0,1411.0,151.0,0.4,0.0,通常期,住宅,午後,通常
ORD-14725,愛知,日本郵便,79.0,2.3,晴れ,60.0,4.4,0.0,19157.0,81.0,2.6,0.0,通常期,住宅,午後,通常
ORD-29501,広島,ヤマト運輸,,0.9,晴れ,0.0,1.8,0.0,2991.0,123.0,0.9,1.0,通常期,住宅,午後,通常
ORD-13131,大阪,佐川急便,532.0,1.3,雨,16.0,,0.0,3649.0,90.0,2.3,0.0,通常期,会社,午前,通常
ORD-02675,北海道,ヤマト運輸,705.0,10.3,雨,64.0,2.2,0.0,4026.0,112.0,4.0,0.0,通常期,住宅,午後,通常
ORD-03207,北海道,佐川急便,449.0,4.0,晴れ,57.0,2.3,0.0,3547.0,189.0,1.8,1.0,通常期,住宅,午前,通常
ORD-05608,沖縄,佐川急便,623.0,3.4,雨,74.0,,0.0,1813.0,126.0,2.2,0.0,通常期,住宅,午後,遅延注意
ORD-21124,宮城,ヤマト運輸,5.0,1.5,晴れ,71.0,2.3,2.0,1576.0,52.0,,0.0,通常期,住宅,午前,通常
ORD-11323,福岡,佐川急便,174.0,,雨,83.0,2.0,0.0,1052.0,103.0,11.4,0.0,通常期,住宅,午後,通常
ORD-21437,福岡,佐川急便,341.0,3.5,雨,45.0,3.8,1.0,2839.0,133.0,23.8,1.0,通常期,住宅,午後,通常
ORD-01981,宮城,ヤマト運輸,307.0,2.0,晴れ,57.0,1.1,0.0,1580.0,88.0,0.5,0.0,通常期,住宅,午後,通常
ORD-28525,広島,ヤマト運輸,,2.7,雨,23.0,1.6,1.0,6027.0,88.0,5.2,0.0,通常期,住宅,夜間,通常
ORD-03924,東京,日本郵便,371.0,5.4,雪,59.0,2.6,2.0,28587.0,84.0,23.2,1.0,通常期,住宅,午後,遅延注意
ORD-25792,東京,ヤマト運輸,222.0,1.7,晴れ,65.0,1.6,4.0,2188.0,131.0,1.2,0.0,通常期,住宅,午後,遅延注意
ORD-13812,大阪,日本郵便,336.0,7.7,晴れ,27.0,1.2,0.0,2588.0,122.0,7.8,1.0,通常期,会社,午後,通常
ORD-22439,沖縄,佐川急便,544.0,1.5,晴れ,30.0,1.6,0.0,2714.0,125.0,0.1,1.0,通常期,住宅,午後,通常
ORD-06649,福岡,日本郵便,244.0,5.1,雨,76.0,4.3,10.0,1076.0,97.0,2.2,0.0,通常期,住宅,午前,遅延注意
ORD-11149,広島,日本郵便,446.0,9.1,晴れ,86.0,1.4,1.0,6155.0,73.0,,0.0,通常期,住宅,午後,遅延注意
ORD-19647,広島,佐川急便,482.0,1.9,晴れ,79.0,1.9,1.0,,205.0,5.4,0.0,繁忙期,住宅,午後,通常
ORD-02443,北海道,ヤマト運輸,,6.3,晴れ,32.0,4.6,1.0,5550.0,130.0,2.9,0.0,通常期,住宅,午後,通常
ORD-21054,宮城,日本郵便,527.0,6.0,晴れ,74.0,7.7,1.0,5538.0,103.0,0.3,1.0,通常期,住宅,夜間,通常
ORD-26993,北海道,日本郵便,535.0,11.0,晴れ,38.0,3.1,3.0,2740.0,180.0,4.0,0.0,繁忙期,住宅,午前,遅延注意
ORD-17725,広島,ヤマト運輸,383.0,1.6,晴れ,18.0,1.9,0.0,9765.0,,9.7,0.0,通常期,会社,午前,通常
ORD-00409,北海道,日本郵便,246.0,3.1,雪,100.0,2.2,0.0,2068.0,102.0,9.5,1.0,通常期,住宅,午前,遅延注意
ORD-16401,沖縄,日本郵便,610.0,3.7,雨,77.0,3.6,2.0,5328.0,123.0,3.1,2.0,通常期,会社,午前,遅延注意
ORD-05583,福岡,日本郵便,336.0,2.2,晴れ,70.0,4.3,3.0,3877.0,84.0,2.7,0.0,通常期,住宅,午後,遅延注意
ORD-24061,仙台,佐川急便,475.0,2.1,雨,36.0,4.3,1.0,3400.0,79.0,8.0,1.0,通常期,会社,午後,遅延注意
ORD-20441,宮城,ヤマト運輸,387.0,1.8,晴れ,60.0,2.3,2.0,654.0,71.0,9.4,0.0,繁忙期,住宅,午後,遅延注意
ORD-18089,大阪,日本郵便,236.0,5.0,雨,47.0,4.9,0.0,13028.0,133.0,9.2,0.0,通常期,住宅,午後,通常
ORD-04095,福岡,ヤマト運輸,126.0,8.1,晴れ,38.0,1.5,0.0,4789.0,139.0,3.1,0.0,繁忙期,住宅,夜間,通常
ORD-06640,福岡,日本郵便,397.0,1.9,晴れ,45.0,1.3,0.0,7174.0,71.0,12.8,0.0,通常期,会社,午前,通常
ORD-19418,沖縄,日本郵便,489.0,1.4,雨,20.0,2.7,0.0,12329.0,87.0,3.4,0.0,繁忙期,住宅,夜間,通常
ORD-12612,北海道,日本郵便,593.0,4.4,晴れ,40.0,2.5,1.0,13629.0,131.0,2.3,1.0,通常期,住宅,夜間,通常
ORD-27831,愛知,ヤマト運輸,396.0,,晴れ,,2.5,1.0,1107.0,88.0,13.8,1.0,通常期,住宅,夜間,通常
ORD-24642,福岡,ヤマト運輸,206.0,16.9,雨,86.0,1.7,1.0,3020.0,99.0,10.6,0.0,通常期,住宅,午後,通常
ORD-01502,大阪,日本郵便,408.0,4.1,雨,,3.2,1.0,2701.0,40.0,1.2,0.0,通常期,住宅,午前,通常
ORD-04963,北海道,佐川急便,553.0,4.6,晴れ,32.0,1.4,1.0,10535.0,95.0,4.5,0.0,通常期,住宅,午前,通常
ORD-09669,北海道,佐川急便,476.0,5.4,晴れ,45.0,,1.0,2228.0,37.0,9.0,0.0,通常期,住宅,午後,通常
ORD-18916,広島,日本郵便,560.0,3.4,雨,4.0,2.1,0.0,1093.0,51.0,10.3,0.0,通常期,会社,午前,通常
ORD-22352,広島,佐川急便,616.0,2.9,雪,76.0,1.5,0.0,4821.0,79.0,10.0,0.0,通常期,住宅,午後,通常
ORD-20573,広島,ヤマト運輸,407.0,2.1,晴れ,13.0,5.3,0.0,2301.0,119.0,2.0,0.0,通常期,住宅,午後,通常
ORD-28382,北海道,佐川急便,359.0,3.1,雪,70.0,3.6,2.0,5690.0,9999.0,5.9,0.0,通常期,住宅,午後,遅延注意
ORD-15740,北海道,日本郵便,328.0,,雨,53.0,0.7,0.0,1968.0,139.0,6.5,0.0,通常期,住宅,午後,遅延注意
ORD-25617,北海道,ヤマト運輸,183.0,1.6,晴れ,53.0,,5.0,1479.0,91.0,4.1,0.0,通常期,住宅,午前,通常
ORD-26823,広島,佐川急便,463.0,2.6,雨,0.0,2.5,1.0,3306.0,87.0,1.3,0.0,繁忙期,住宅,午前,通常
ORD-08442,広島,ヤマト運輸,610.0,2.6,晴れ,57.0,5.5,0.0,3465.0,112.0,17.5,0.0,通常期,会社,午後,通常
ORD-21610,福岡,佐川急便,509.0,5.9,晴れ,35.0,2.4,1.0,943.0,127.0,5.3,0.0,通常期,住宅,午前,通常
ORD-00850,北海道,佐川急便,253.0,7.7,晴れ,76.0,3.8,1.0,2338.0,143.0,0.1,0.0,通常期,住宅,午後,遅延注意
ORD-02253,名古屋,日本郵便,536.0,,晴れ,63.0,3.6,1.0,3356.0,140.0,4.7,1.0,繁忙期,会社,夜間,遅延危険
ORD-02749,大阪,ヤマト運輸,94.0,1.3,雪,67.0,2.5,0.0,11625.0,83.0,1.4,1.0,繁忙期,住宅,午後,遅延注意
ORD-01024,広島,ヤマト運輸,483.0,1.6,雨,67.0,3.9,4.0,3166.0,149.0,8.8,1.0,通常期,住宅,夜間,遅延危険
ORD-17237,宮城,ヤマト運輸,356.0,2.3,雨,57.0,4.2,0.0,679.0,126.0,4.3,0.0,通常期,住宅,夜間,遅延注意
ORD-29089,東京,日本郵便,287.0,1.9,雨,32.0,2.8,1.0,1073.0,107.0,8.6,2.0,通常期,住宅,午後,通常
ORD-08502,沖縄,ヤマト運輸,595.0,10.0,晴れ,44.0,1.8,0.0,2025.0,145.0,15.7,0.0,通常期,会社,午後,通常
ORD-07464,広島,ヤマト運輸,341.0,4.6,晴れ,95.0,1.6,7.0,15366.0,152.0,7.6,0.0,通常期,住宅,午前,遅延注意
ORD-00834,広島,ヤマト運輸,406.0,1.1,晴れ,87.0,2.1,1.0,5723.0,138.0,0.0,0.0,繁忙期,会社,午後,通常
ORD-19731,広島,佐川急便,553.0,9.9,晴れ,28.0,4.0,0.0,3994.0,125.0,3.6,0.0,繁忙期,住宅,午前,通常
ORD-01074,広島,日本郵便,219.0,3.5,晴れ,52.0,2.7,,4112.0,95.0,15.5,0.0,通常期,住宅,午後,通常
ORD-04974,名古屋,日本郵便,143.0,1.7,晴れ,89.0,4.5,3.0,10625.0,87.0,1.1,0.0,通常期,住宅,夜間,遅延注意
ORD-07392,広島,ヤマト運輸,310.0,5.2,晴れ,79.0,4.7,4.0,7490.0,142.0,4.4,0.0,通常期,住宅,夜間,遅延危険
ORD-25234,大阪,ヤマト運輸,389.0,1.5,雨,78.0,3.4,1.0,4132.0,,9.3,1.0,通常期,住宅,午前,通常
ORD-09904,大阪,ヤマト運輸,490.0,2.5,雨,13.0,5.1,1.0,6114.0,165.0,6.2,2.0,通常期,会社,午前,通常
ORD-01415,広島,日本郵便,507.0,6.6,晴れ,60.0,2.5,2.0,1384.0,49.0,1.8,0.0,通常期,会社,午後,通常
ORD-23913,大阪,佐川急便,422.0,1.9,晴れ,53.0,2.0,0.0,5384.0,82.0,19.0,1.0,通常期,住宅,午前,通常
ORD-05681,大阪,日本郵便,275.0,1.1,雪,43.0,,0.0,1019.0,44.0,4.1,0.0,繁忙期,住宅,午後,遅延注意
ORD-26558,沖縄,ヤマト運輸,89.0,1.1,雨,92.0,3.1,0.0,6516.0,68.0,0.2,0.0,通常期,住宅,午前,遅延注意
ORD-18442,福岡,ヤマト運輸,330.0,0.8,雨,27.0,1.4,0.0,3914.0,74.0,5.6,1.0,通常期,住宅,午前,通常
ORD-08882,大阪,ヤマト運輸,394.0,1.7,晴れ,33.0,1.1,1.0,3893.0,180.0,4.5,,通常期,住宅,夜間,通常
ORD-14502,沖縄,ヤマト運輸,443.0,2.1,雨,12.0,7.3,1.0,1648.0,145.0,11.0,0.0,通常期,会社,午後,通常
ORD-25576,北海道,ヤマト運輸,683.0,2.0,晴れ,54.0,2.7,1.0,9344.0,181.0,0.9,0.0,通常期,住宅,午後,遅延注意
ORD-13490,福岡,佐川急便,325.0,3.0,晴れ,36.0,2.5,1.0,14874.0,69.0,1.1,1.0,通常期,住宅,午後,通常
ORD-19542,北海道,ヤマト運輸,388.0,3.0,晴れ,64.0,1.5,2.0,9487.0,90.0,7.0,1.0,通常期,住宅,夜間,遅延注意
ORD-19252,広島,ヤマト運輸,636.0,6.2,晴れ,18.0,8.7,,2334.0,84.0,1.0,0.0,通常期,住宅,夜間,通常
ORD-15115,北海道,ヤマト運輸,522.0,1.0,晴れ,10.0,1.8,3.0,3535.0,111.0,2.4,0.0,通常期,会社,午後,通常
ORD-03024,愛知,日本郵便,,1.8,晴れ,48.0,3.2,2.0,4461.0,43.0,7.1,0.0,通常期,住宅,午後,通常
ORD-04275,東京,日本郵便,132.0,1.1,晴れ,51.0,1.1,1.0,6562.0,33.0,4.2,0.0,繁忙期,住宅,夜間,通常
ORD-20926,東京,ヤマト運輸,308.0,9.7,晴れ,92.0,2.9,1.0,2139.0,123.0,6.8,0.0,通常期,住宅,午前,通常
ORD-13222,北海道,日本郵便,356.0,2.0,晴れ,43.0,1.6,2.0,3382.0,129.0,2.5,0.0,通常期,住宅,午後,通常
ORD-09815,沖縄,佐川急便,802.0,0.7,晴れ,88.0,4.5,0.0,12614.0,114.0,10.9,3.0,通常期,住宅,午後,遅延危険
ORD-07697,沖縄,佐川急便,706.0,0.7,晴れ,63.0,,0.0,6893.0,113.0,0.4,0.0,繁忙期,住宅,午後,遅延注意
ORD-11678,沖縄,日本郵便,631.0,2.2,晴れ,57.0,1.7,2.0,2430.0,71.0,0.2,0.0,通常期,住宅,午後,通常
ORD-14240,東京,佐川急便,342.0,3.3,雪,55.0,4.5,1.0,6089.0,71.0,7.7,0.0,通常期,住宅,午後,通常
ORD-22591,沖縄,佐川急便,477.0,1.6,晴れ,39.0,3.1,4.0,6271.0,113.0,0.0,0.0,繁忙期,会社,午後,遅延注意
ORD-23900,仙台,日本郵便,312.0,2.0,晴れ,28.0,4.4,1.0,3159.0,113.0,2.6,1.0,繁忙期,住宅,午前,通常
ORD-11081,東京,ヤマト運輸,650.0,2.9,晴れ,58.0,3.1,1.0,2609.0,81.0,3.7,2.0,通常期,住宅,午前,通常
ORD-25130,沖縄,日本郵便,308.0,3.2,雪,69.0,1.6,2.0,4374.0,118.0,7.2,1.0,通常期,住宅,午後,遅延危険
ORD-22333,大阪,ヤマト運輸,246.0,4.5,晴れ,43.0,2.5,0.0,2527.0,49.0,0.5,0.0,通常期,住宅,午前,通常
ORD-16667,広島,佐川急便,409.0,4.9,晴れ,34.0,2.6,1.0,3350.0,118.0,3.3,0.0,通常期,住宅,夜間,通常
ORD-11844,沖縄,日本郵便,665.0,5.8,晴れ,29.0,6.2,1.0,8868.0,41.0,5.9,0.0,繁忙期,住宅,午後,遅延注意
ORD-09398,福岡,佐川急便,,2.2,雨,28.0,2.7,0.0,2310.0,157.0,2.9,0.0,通常期,住宅,午前,通常
ORD-11441,東京,ヤマト運輸,221.0,2.9,雪,67.0,1.9,0.0,1889.0,82.0,8.9,0.0,通常期,住宅,午後,通常
ORD-19395,福岡,ヤマト運輸,305.0,,晴れ,69.0,1.9,,9986.0,93.0,2.0,0.0,通常期,住宅,午後,通常
ORD-07242,沖縄,佐川急便,554.0,3.5,雨,52.0,3.3,1.0,3793.0,98.0,5.7,0.0,通常期,住宅,午後,通常
ORD-01222,福岡,佐川急便,264.0,1.1,晴れ,68.0,2.9,0.0,3599.0,76.0,7.1,,繁忙期,会社,夜間,通常
ORD-05160,仙台,日本郵便,205.0,1.4,晴れ,49.0,2.5,0.0,5412.0,149.0,7.6,0.0,通常期,住宅,午後,通常
ORD-04024,大阪,日本郵便,5.0,7.2,晴れ,,2.1,1.0,1774.0,81.0,1.5,1.0,通常期,住宅,午後,通常
ORD-09701,北海道,佐川急便,,11.6,雨,40.0,2.1,3.0,2393.0,145.0,11.7,1.0,通常期,会社,午前,遅延注意
ORD-28983,愛知,佐川急便,103.0,4.7,晴れ,61.0,,0.0,4952.0,138.0,4.5,0.0,繁忙期,会社,夜間,通常
ORD-17825,大阪,日本郵便,447.0,1.9,晴れ,57.0,1.4,0.0,10249.0,86.0,7.7,0.0,通常期,住宅,午後,通常
ORD-16663,広島,日本郵便,249.0,4.2,雪,56.0,0.9,2.0,6428.0,196.0,6.3,0.0,通常期,住宅,午後,遅延注意
ORD-19005,沖縄,日本郵便,385.0,1.7,晴れ,60.0,5.2,0.0,,99.0,6.5,1.0,通常期,住宅,午後,通常
ORD-05766,福岡,ヤマト運輸,391.0,1.6,晴れ,98.0,4.5,0.0,2274.0,124.0,0.6,0.0,繁忙期,住宅,午後,遅延注意
ORD-23556,愛知,佐川急便,373.0,2.4,晴れ,15.0,3.7,0.0,1714.0,57.0,0.6,0.0,通常期,会社,午後,通常
ORD-06153,大阪,日本郵便,554.0,2.6,晴れ,26.0,3.4,3.0,1489.0,164.0,15.0,0.0,繁忙期,住宅,午前,通常
ORD-25422,沖縄,日本郵便,439.0,1.5,雨,47.0,1.8,1.0,1556.0,69.0,1.7,,繁忙期,住宅,午後,遅延注意
ORD-19508,北海道,日本郵便,558.0,2.4,晴れ,30.0,1.7,2.0,8230.0,71.0,4.8,0.0,通常期,会社,午後,通常
ORD-23719,北海道,日本郵便,281.0,3.4,晴れ,51.0,3.1,0.0,17380.0,36.0,1.5,0.0,通常期,住宅,午後,通常
ORD-01384,愛知,佐川急便,254.0,4.5,雨,100.0,1.5,0.0,2807.0,65.0,1.9,0.0,通常期,住宅,夜間,遅延注意
ORD-26143,福岡,佐川急便,278.0,2.9,晴れ,100.0,2.4,0.0,8829.0,54.0,5.4,0.0,通常期,会社,夜間,通常
ORD-09302,大阪,佐川急便,360.0,23.2,晴れ,64.0,4.4,0.0,4753.0,88.0,0.0,0.0,通常期,会社,午前,遅延注意
ORD-15404,東京,日本郵便,286.0,2.7,雨,39.0,6.6,1.0,5969.0,10.0,1.8,0.0,通常期,住宅,午後,通常
ORD-21796,東京,日本郵便,437.0,2.8,雨,58.0,1.7,0.0,10250.0,156.0,10.0,0.0,通常期,住宅,午後,通常
ORD-04020,仙台,佐川急便,74.0,3.8,雨,50.0,2.6,,4961.0,127.0,2.4,3.0,繁忙期,住宅,午後,遅延危険
ORD-23925,愛知,日本郵便,438.0,1.4,晴れ,52.0,11.6,1.0,2743.0,75.0,6.7,0.0,繁忙期,会社,午前,遅延注意
ORD-16735,東京,ヤマト運輸,51.0,1.1,雨,47.0,3.6,0.0,6539.0,84.0,0.7,0.0,通常期,住宅,午前,通常
ORD-04444,宮城,日本郵便,487.0,7.7,雨,,2.8,,3550.0,10.0,2.3,,通常期,住宅,夜間,通常
ORD-08482,北海道,日本郵便,374.0,1.3,晴れ,42.0,3.5,0.0,4157.0,199.0,1.0,0.0,通常期,住宅,夜間,通常
ORD-14190,宮城,佐川急便,442.0,2.3,雨,49.0,3.6,3.0,6911.0,126.0,16.9,0.0,繁忙期,住宅,午前,遅延注意
ORD-12424,愛知,佐川急便,,1.5,晴れ,32.0,3.0,0.0,2097.0,12.0,1.3,0.0,通常期,住宅,夜間,通常
ORD-26482,東京,ヤマト運輸,389.0,4.3,晴れ,10.0,2.7,0.0,2790.0,136.0,7.7,1.0,通常期,会社,午後,通常
ORD-08719,北海道,佐川急便,486.0,3.1,晴れ,26.0,2.4,,4047.0,148.0,6.0,0.0,通常期,住宅,夜間,通常
ORD-08020,東京,佐川急便,213.0,2.5,晴れ,67.0,8.7,0.0,7642.0,105.0,0.7,0.0,通常期,住宅,午後,通常
ORD-13316,宮城,ヤマト運輸,336.0,3.3,晴れ,78.0,2.3,0.0,3530.0,28.0,6.4,0.0,通常期,住宅,午前,通常
ORD-28013,愛知,ヤマト運輸,,2.7,晴れ,22.0,1.4,1.0,4163.0,172.0,0.8,0.0,通常期,住宅,夜間,通常
ORD-06383,東京,日本郵便,275.0,1.3,晴れ,24.0,1.0,2.0,10478.0,83.0,1.3,0.0,通常期,会社,午前,通常
ORD-26726,東京,日本郵便,355.0,1.2,晴れ,58.0,2.7,0.0,4599.0,62.0,10.6,1.0,繁忙期,住宅,夜間,通常
ORD-20656,北海道,佐川急便,371.0,3.5,晴れ,49.0,1.5,2.0,1341.0,51.0,1.4,0.0,通常期,住宅,夜間,通常
ORD-02747,東京,佐川急便,161.0,2.3,晴れ,45.0,2.7,0.0,,147.0,0.3,0.0,通常期,住宅,午後,通常
ORD-26200,広島,佐川急便,63.0,1.7,雪,,2.6,0.0,2621.0,21.0,2.0,0.0,通常期,住宅,夜間,遅延注意
ORD-06424,広島,ヤマト運輸,453.0,4.8,晴れ,27.0,1.4,0.0,1892.0,108.0,0.4,0.0,通常期,住宅,午後,通常
ORD-20829,北海道,佐川急便,347.0,1.7,雪,97.0,4.0,0.0,3703.0,88.0,1.6,1.0,通常期,住宅,午前,遅延危険
ORD-23118,名古屋,日本郵便,335.0,2.2,雨,44.0,4.3,1.0,7138.0,,30.0,0.0,繁忙期,会社,午前,通常
